country,year,records
DZA,2016,10730
DZA,2017,11143
DZA,2018,25091
DZA,2019,22911
DZA,2020,24512
DZA,2021,33380
DZA,2022,38193
DZA,2023,25400
DZA,2024,38362
DZA,2025,25609
ECU,1960,3621
ECU,1961,9092
ECU,1962,10480
ECU,1963,6412
ECU,1964,21618
ECU,1965,13018
ECU,1966,12552
ECU,1967,25156
ECU,1968,19544
ECU,1969,5325
ECU,1970,9328
ECU,1971,16957
ECU,1972,11323
ECU,1973,25871
ECU,1974,19253
ECU,1975,17574
ECU,1976,29881
ECU,1977,17284
ECU,1978,19380
ECU,1979,44237
ECU,1980,65614
ECU,1981,25006
ECU,1982,28581
ECU,1983,42795
ECU,1984,40770
ECU,1985,53358
ECU,1986,34302
ECU,1987,50647
ECU,1988,61955
ECU,1989,55925
ECU,1990,56314
ECU,1991,80594
ECU,1992,66672
ECU,1993,55334
ECU,1994,74189
ECU,1995,57626
ECU,1996,108938
ECU,1997,65130
ECU,1998,80087
ECU,1999,83793
ECU,2000,74764
ECU,2001,65005
ECU,2002,103527
ECU,2003,106703
ECU,2004,128742
ECU,2005,150390
ECU,2006,114492
ECU,2007,167777
ECU,2008,153764
ECU,2009,130823
ECU,2010,153829
ECU,2011,181602
ECU,2012,197152
ECU,2013,194530
ECU,2014,329568
ECU,2015,361411
ECU,2016,360761
ECU,2017,537244
ECU,2018,754675
ECU,2019,981841
ECU,2020,790444
ECU,2021,1081775
ECU,2022,1517900
ECU,2023,2009819
ECU,2024,2008377
ECU,2025,139785
EGY,1960,949
EGY,1961,914
EGY,1962,1664
EGY,1963,5086
EGY,1964,2359
EGY,1965,2851
EGY,1966,3902
EGY,1967,5853
EGY,1968,3831
EGY,1969,5289
EGY,1970,2431
EGY,1971,2302
EGY,1972,1772
EGY,1973,990
EGY,1974,1554
EGY,1975,1808
EGY,1976,1753
EGY,1977,1309
EGY,1978,2076
EGY,1979,1731
EGY,1980,1216
EGY,1981,3610
EGY,1982,1428
EGY,1983,6926
EGY,1984,1648
EGY,1985,2274
EGY,1986,1863
EGY,1987,2063
EGY,1988,1376
EGY,1989,2384
EGY,1990,3231
EGY,1991,986
EGY,1992,2123
EGY,1993,4102
EGY,1994,761
EGY,1995,2630
EGY,1996,1535
EGY,1997,1770
EGY,1998,2936
EGY,1999,4413
EGY,2000,1713
EGY,2001,2930
EGY,2002,3940
EGY,2003,2883
EGY,2004,3723
EGY,2005,4632
EGY,2006,4950
EGY,2007,15295
EGY,2008,5850
EGY,2009,10747
EGY,2010,14630
EGY,2011,11147
EGY,2012,13197
EGY,2013,27059
EGY,2014,10138
EGY,2015,13647
EGY,2016,29356
EGY,2017,40594
EGY,2018,32616
EGY,2019,36793
EGY,2020,36605
EGY,2021,23117
EGY,2022,54010
EGY,2023,69295
EGY,2024,70362
EGY,2025,18766
ERI,1960,226
ERI,1961,156
ERI,1962,1016
ERI,1963,83
ERI,1964,110
ERI,1965,175
ERI,1966,189
ERI,1967,8
ERI,1968,92
ERI,1969,1196
ERI,1970,323
ERI,1971,314
ERI,1972,62
ERI,1973,239
ERI,1974,151
ERI,1975,39
ERI,1976,18
ERI,1977,23
ERI,1978,10
ERI,1979,10
ERI,1980,45
ERI,1981,13
ERI,1982,10
ERI,1983,22
ERI,1984,10
ERI,1985,58
ERI,1986,45
ERI,1987,93
ERI,1988,636
ERI,1989,300
ERI,1990,20
ERI,1991,6
ERI,1992,8
ERI,1993,45
ERI,1994,195
ERI,1995,691
ERI,1996,325
ERI,1997,155
ERI,1998,12
ERI,1999,33
ERI,2000,96
ERI,2001,668
ERI,2002,87
ERI,2003,34
ERI,2004,237
ERI,2005,353
ERI,2006,29
ERI,2007,279
ERI,2008,1292
ERI,2009,1322
ERI,2010,37
ERI,2011,35
ERI,2012,31
ERI,2013,23
ERI,2014,67
ERI,2015,95
ERI,2016,379
ERI,2017,468
ERI,2018,726
ERI,2019,1048
ERI,2020,566
ERI,2021,255
ERI,2022,132
ERI,2023,76
ERI,2024,50
ERI,2025,100
ESP,1960,18885
ESP,1961,15548
ESP,1962,21341
ESP,1963,21268
ESP,1964,28648
ESP,1965,20347
ESP,1966,24741
ESP,1967,29299
ESP,1968,34395
ESP,1969,38990
ESP,1970,38038
ESP,1971,37543
ESP,1972,46338
ESP,1973,49766
ESP,1974,63996
ESP,1975,70099
ESP,1976,73718
ESP,1977,83699
ESP,1978,97524
ESP,1979,95313
ESP,1980,184005
ESP,1981,173384
ESP,1982,199993
ESP,1983,270858
ESP,1984,255576
ESP,1985,349407
ESP,1986,306507
ESP,1987,316539
ESP,1988,331878
ESP,1989,282942
ESP,1990,363400
ESP,1991,406811
ESP,1992,445659
ESP,1993,554550
ESP,1994,641779
ESP,1995,645765
ESP,1996,613981
ESP,1997,652470
ESP,1998,688049
ESP,1999,716713
ESP,2000,867579
ESP,2001,853303
ESP,2002,926191
ESP,2003,976715
ESP,2004,1000495
ESP,2005,1046299
ESP,2006,1184342
ESP,2007,1735711
ESP,2008,1225558
ESP,2009,1341607
ESP,2010,1439996
ESP,2011,1404323
ESP,2012,1422098
ESP,2013,1314488
ESP,2014,1625415
ESP,2015,1784895
ESP,2016,2020269
ESP,2017,2982748
ESP,2018,3849619
ESP,2019,4491887
ESP,2020,4983513
ESP,2021,6874539
ESP,2022,6795060
ESP,2023,7027643
ESP,2024,7640707
ESP,2025,1388480
EST,1960,24853
EST,1961,28445
EST,1962,24269
EST,1963,16720
EST,1964,20446
EST,1965,19408
EST,1966,13958
EST,1967,16391
EST,1968,22440
EST,1969,18349
EST,1970,16522
EST,1971,19353
EST,1972,16822
EST,1973,20910
EST,1974,20500
EST,1975,20789
EST,1976,19509
EST,1977,20056
EST,1978,18889
EST,1979,23773
EST,1980,23903
EST,1981,25226
EST,1982,31515
EST,1983,40570
EST,1984,37186
EST,1985,36168
EST,1986,50910
EST,1987,28672
EST,1988,24985
EST,1989,30698
EST,1990,29439
EST,1991,30536
EST,1992,35566
EST,1993,45184
EST,1994,33553
EST,1995,40174
EST,1996,38484
EST,1997,38400
EST,1998,52416
EST,1999,68593
EST,2000,66763
EST,2001,82690
EST,2002,72255
EST,2003,78523
EST,2004,103340
EST,2005,119094
EST,2006,140272
EST,2007,153553
EST,2008,144367
EST,2009,120387
EST,2010,111683
EST,2011,181118
EST,2012,203740
EST,2013,331145
EST,2014,405323
EST,2015,1061240
EST,2016,844657
EST,2017,629062
EST,2018,459299
EST,2019,461495
EST,2020,610071
EST,2021,367341
EST,2022,396148
EST,2023,383659
EST,2024,362592
EST,2025,375688
ETH,1960,1747
ETH,1961,3298
ETH,1962,3660
ETH,1963,2807
ETH,1964,2955
ETH,1965,16392
ETH,1966,6352
ETH,1967,9640
ETH,1968,4550
ETH,1969,10459
ETH,1970,11109
ETH,1971,7211
ETH,1972,10423
ETH,1973,8800
ETH,1974,13665
ETH,1975,17897
ETH,1976,12678
ETH,1977,782
ETH,1978,484
ETH,1979,618
ETH,1980,4025
ETH,1981,2513
ETH,1982,4536
ETH,1983,2056
ETH,1984,2436
ETH,1985,796
ETH,1986,2112
ETH,1987,970
ETH,1988,2236
ETH,1989,2738
ETH,1990,3743
ETH,1991,1656
ETH,1992,741
ETH,1993,2253
ETH,1994,5401
ETH,1995,4851
ETH,1996,4520
ETH,1997,5878
ETH,1998,6708
ETH,1999,636
ETH,2000,5544
ETH,2001,5035
ETH,2002,4618
ETH,2003,10907
ETH,2004,9253
ETH,2005,10097
ETH,2006,10794
ETH,2007,14389
ETH,2008,15225
ETH,2009,22632
ETH,2010,18173
ETH,2011,29688
ETH,2012,27602
ETH,2013,37616
ETH,2014,49763
ETH,2015,51068
ETH,2016,49126
ETH,2017,55519
ETH,2018,103754
ETH,2019,115541
ETH,2020,36677
ETH,2021,23623
ETH,2022,45634
ETH,2023,37781
ETH,2024,71782
ETH,2025,8100
FIN,1960,195021
FIN,1961,213825
FIN,1962,207579
FIN,1963,163667
FIN,1964,181321
FIN,1965,220846
FIN,1966,212685
FIN,1967,216643
FIN,1968,249219
FIN,1969,286934
FIN,1970,346448
FIN,1971,271032
FIN,1972,330521
FIN,1973,289963
FIN,1974,224749
FIN,1975,251781
FIN,1976,271936
FIN,1977,271393
FIN,1978,245957
FIN,1979,324968
FIN,1980,364394
FIN,1981,364133
FIN,1982,367466
FIN,1983,377209
FIN,1984,414478
FIN,1985,444062
FIN,1986,471495
FIN,1987,487098
FIN,1988,499436
FIN,1989,526598
FIN,1990,509495
FIN,1991,511501
FIN,1992,575206
FIN,1993,665850
FIN,1994,679304
FIN,1995,707823
FIN,1996,666679
FIN,1997,644081
FIN,1998,589846
FIN,1999,706001
FIN,2000,751272
FIN,2001,759451
FIN,2002,760120
FIN,2003,775888
FIN,2004,737853
FIN,2005,809088
FIN,2006,1145225
FIN,2007,1218603
FIN,2008,1200761
FIN,2009,1193047
FIN,2010,1189177
FIN,2011,1009324
FIN,2012,1073277
FIN,2013,1160691
FIN,2014,1213551
FIN,2015,1213633
FIN,2016,1631760
FIN,2017,1353174
FIN,2018,1421579
FIN,2019,1517618
FIN,2020,1937026
FIN,2021,1882764
FIN,2022,1894673
FIN,2023,1943211
FIN,2024,2031214
FIN,2025,1561490
FJI,1960,741
FJI,1961,1237
FJI,1962,3278
FJI,1963,1517
FJI,1964,1398
FJI,1965,2177
FJI,1966,1808
FJI,1967,1811
FJI,1968,2626
FJI,1969,3123
FJI,1970,2032
FJI,1971,1675
FJI,1972,1372
FJI,1973,2521
FJI,1974,2782
FJI,1975,961
FJI,1976,1039
FJI,1977,2297
FJI,1978,1610
FJI,1979,965
FJI,1980,1522
FJI,1981,1060
FJI,1982,5736
FJI,1983,4951
FJI,1984,1881
FJI,1985,2683
FJI,1986,3624
FJI,1987,2454
FJI,1988,1868
FJI,1989,1236
FJI,1990,1396
FJI,1991,2279
FJI,1992,2884
FJI,1993,2810
FJI,1994,1909
FJI,1995,2620
FJI,1996,2710
FJI,1997,2742
FJI,1998,6708
FJI,1999,5255
FJI,2000,638
FJI,2001,1562
FJI,2002,13602
FJI,2003,17065
FJI,2004,5102
FJI,2005,7247
FJI,2006,3567
FJI,2007,2833
FJI,2008,7428
FJI,2009,3142
FJI,2010,3446
FJI,2011,10050
FJI,2012,7097
FJI,2013,7074
FJI,2014,6508
FJI,2015,7981
FJI,2016,7421
FJI,2017,11407
FJI,2018,8612
FJI,2019,24272
FJI,2020,6027
FJI,2021,2717
FJI,2022,16837
FJI,2023,21462
FJI,2024,31558
FJI,2025,13084
FRA,1960,119870
FRA,1961,121018
FRA,1962,86250
FRA,1963,93557
FRA,1964,106559
FRA,1965,152096
FRA,1966,124357
FRA,1967,150993
FRA,1968,180482
FRA,1969,183354
FRA,1970,181661
FRA,1971,178428
FRA,1972,270913
FRA,1973,235595
FRA,1974,357204
FRA,1975,410404
FRA,1976,359340
FRA,1977,359475
FRA,1978,575805
FRA,1979,704891
FRA,1980,959167
FRA,1981,653731
FRA,1982,533343
FRA,1983,559983
FRA,1984,485775
FRA,1985,595949
FRA,1986,568565
FRA,1987,609651
FRA,1988,623771
FRA,1989,669154
FRA,1990,745641
FRA,1991,751436
FRA,1992,1174685
FRA,1993,1191228
FRA,1994,1444555
FRA,1995,1590069
FRA,1996,1974682
FRA,1997,2152136
FRA,1998,2436678
FRA,1999,2751724
FRA,2000,2884595
FRA,2001,3562982
FRA,2002,4546619
FRA,2003,4467178
FRA,2004,5480345
FRA,2005,5736316
FRA,2006,5702699
FRA,2007,5981604
FRA,2008,5676526
FRA,2009,8297617
FRA,2010,8554547
FRA,2011,8855569
FRA,2012,9368751
FRA,2013,6879193
FRA,2014,6698983
FRA,2015,7056836
FRA,2016,7674974
FRA,2017,9347051
FRA,2018,9997546
FRA,2019,10440146
FRA,2020,10535979
FRA,2021,10876725
FRA,2022,7451896
FRA,2023,3280621
FRA,2024,2703000
FRA,2025,1494230
GAB,1960,379
GAB,1961,1061
GAB,1962,781
GAB,1963,24744
GAB,1964,12218
GAB,1965,660
GAB,1966,2189
GAB,1967,332
GAB,1968,3644
GAB,1969,300
GAB,1970,3596
GAB,1971,1725
GAB,1972,283
GAB,1973,459
GAB,1974,570
GAB,1975,262
GAB,1976,896
GAB,1977,1238
GAB,1978,4243
GAB,1979,724
GAB,1980,658
GAB,1981,2474
GAB,1982,1789
GAB,1983,14874
GAB,1984,4037
GAB,1985,13722
GAB,1986,15400
GAB,1987,8655
GAB,1988,11326
GAB,1989,6217
GAB,1990,16783
GAB,1991,15170
GAB,1992,13663
GAB,1993,10877
GAB,1994,17866
GAB,1995,4546
GAB,1996,6043
GAB,1997,8966
GAB,1998,11529
GAB,1999,11593
GAB,2000,22963
GAB,2001,21546
GAB,2002,10410
GAB,2003,15023
GAB,2004,13281
GAB,2005,16988
GAB,2006,5978
GAB,2007,12653
GAB,2008,16522
GAB,2009,21583
GAB,2010,8681
GAB,2011,12311
GAB,2012,23247
GAB,2013,22861
GAB,2014,43602
GAB,2015,44591
GAB,2016,10165
GAB,2017,22851
GAB,2018,71360
GAB,2019,10519
GAB,2020,16878
GAB,2021,26387
GAB,2022,30098
GAB,2023,32965
GAB,2024,43765
GAB,2025,18449
GBR,1960,149555
GBR,1961,120698
GBR,1962,125744
GBR,1963,120555
GBR,1964,262456
GBR,1965,148190
GBR,1966,183545
GBR,1967,224753
GBR,1968,313050
GBR,1969,373259
GBR,1970,395192
GBR,1971,400352
GBR,1972,493179
GBR,1973,552838
GBR,1974,592729
GBR,1975,610017
GBR,1976,666866
GBR,1977,752351
GBR,1978,839111
GBR,1979,845595
GBR,1980,942100
GBR,1981,950701
GBR,1982,1203422
GBR,1983,1212592
GBR,1984,1442129
GBR,1985,1278769
GBR,1986,1375917
GBR,1987,2171138
GBR,1988,2068709
GBR,1989,1732967
GBR,1990,1977885
GBR,1991,2099559
GBR,1992,2314732
GBR,1993,2042266
GBR,1994,2251280
GBR,1995,2609008
GBR,1996,2868841
GBR,1997,3110214
GBR,1998,2929537
GBR,1999,3143060
GBR,2000,3100782
GBR,2001,2689373
GBR,2002,3376624
GBR,2003,4179222
GBR,2004,4178027
GBR,2005,4267967
GBR,2006,4817573
GBR,2007,4752405
GBR,2008,4792180
GBR,2009,5423358
GBR,2010,5880583
GBR,2011,5606602
GBR,2012,5231953
GBR,2013,6324113
GBR,2014,7579909
GBR,2015,6664428
GBR,2016,6760090
GBR,2017,7323924
GBR,2018,8087013
GBR,2019,9370504
GBR,2020,7146683
GBR,2021,8920330
GBR,2022,9562452
GBR,2023,11117995
GBR,2024,12800416
GBR,2025,4002427
GEO,1960,361
GEO,1961,394
GEO,1962,333
GEO,1963,1249
GEO,1964,539
GEO,1965,637
GEO,1966,716
GEO,1967,1068
GEO,1968,586
GEO,1969,382
GEO,1970,284
GEO,1971,697
GEO,1972,584
GEO,1973,859
GEO,1974,794
GEO,1975,586
GEO,1976,671
GEO,1977,1576
GEO,1978,692
GEO,1979,1573
GEO,1980,1635
GEO,1981,1234
GEO,1982,1801
GEO,1983,1770
GEO,1984,652
GEO,1985,2088
GEO,1986,2312
GEO,1987,1509
GEO,1988,1996
GEO,1989,1809
GEO,1990,1428
GEO,1991,1244
GEO,1992,8098
GEO,1993,1085
GEO,1994,230
GEO,1995,340
GEO,1996,236
GEO,1997,1549
GEO,1998,945
GEO,1999,1623
GEO,2000,421
GEO,2001,1798
GEO,2002,2480
GEO,2003,2383
GEO,2004,1966
GEO,2005,2073
GEO,2006,2961
GEO,2007,2391
GEO,2008,32326
GEO,2009,28941
GEO,2010,25388
GEO,2011,42591
GEO,2012,48881
GEO,2013,65985
GEO,2014,69138
GEO,2015,208320
GEO,2016,65916
GEO,2017,72016
GEO,2018,92582
GEO,2019,110665
GEO,2020,15263
GEO,2021,43679
GEO,2022,99923
GEO,2023,131163
GEO,2024,128830
GEO,2025,37479
GHA,1960,2978
GHA,1961,4775
GHA,1962,1245
GHA,1963,24302
GHA,1964,12843
GHA,1965,5091
GHA,1966,3669
GHA,1967,6103
GHA,1968,7149
GHA,1969,3098
GHA,1970,4248
GHA,1971,5438
GHA,1972,7137
GHA,1973,4351
GHA,1974,2395
GHA,1975,3072
GHA,1976,2309
GHA,1977,2428
GHA,1978,1206
GHA,1979,1404
GHA,1980,355
GHA,1981,1286
GHA,1982,3119
GHA,1983,1679
GHA,1984,414
GHA,1985,272
GHA,1986,78
GHA,1987,570
GHA,1988,765
GHA,1989,976
GHA,1990,605
GHA,1991,398
GHA,1992,588
GHA,1993,4351
GHA,1994,6559
GHA,1995,25747
GHA,1996,10124
GHA,1997,3705
GHA,1998,1369
GHA,1999,1848
GHA,2000,3533
GHA,2001,2764
GHA,2002,1718
GHA,2003,11001
GHA,2004,4395
GHA,2005,8132
GHA,2006,6209
GHA,2007,8892
GHA,2008,4630
GHA,2009,8804
GHA,2010,10879
GHA,2011,19540
GHA,2012,25331
GHA,2013,41768
GHA,2014,27999
GHA,2015,18643
GHA,2016,30935
GHA,2017,39685
GHA,2018,64268
GHA,2019,126790
GHA,2020,45947
GHA,2021,99490
GHA,2022,106126
GHA,2023,152792
GHA,2024,196510
GHA,2025,176132
GIN,1960,118
GIN,1961,1006
GIN,1962,1679
GIN,1963,10038
GIN,1964,4582
GIN,1965,315
GIN,1966,1159
GIN,1967,1767
GIN,1968,134
GIN,1969,510
GIN,1970,388
GIN,1971,176
GIN,1972,108
GIN,1973,175
GIN,1974,124
GIN,1975,174
GIN,1976,18
GIN,1977,45
GIN,1978,341
GIN,1979,1731
GIN,1980,342
GIN,1981,316
GIN,1982,1338
GIN,1983,347
GIN,1984,77
GIN,1985,127
GIN,1986,485
GIN,1987,394
GIN,1988,910
GIN,1989,995
GIN,1990,356
GIN,1991,146
GIN,1992,699
GIN,1993,4193
GIN,1994,939
GIN,1995,109
GIN,1996,1371
GIN,1997,604
GIN,1998,846
GIN,1999,1992
GIN,2000,823
GIN,2001,296
GIN,2002,1621
GIN,2003,5443
GIN,2004,2000
GIN,2005,5696
GIN,2006,5872
GIN,2007,5188
GIN,2008,7722
GIN,2009,12839
GIN,2010,444
GIN,2011,13674
GIN,2012,16858
GIN,2013,7249
GIN,2014,1604
GIN,2015,2521
GIN,2016,5728
GIN,2017,6172
GIN,2018,37437
GIN,2019,16804
GIN,2020,8189
GIN,2021,7584
GIN,2022,12631
GIN,2023,4169
GIN,2024,30857
GIN,2025,148372
GMB,1960,25
GMB,1961,2
GMB,1962,3
GMB,1963,9
GMB,1964,123
GMB,1965,121
GMB,1966,554
GMB,1967,16
GMB,1968,1893
GMB,1969,143
GMB,1970,265
GMB,1971,116
GMB,1972,1014
GMB,1973,1012
GMB,1974,215
GMB,1975,217
GMB,1976,186
GMB,1977,797
GMB,1978,2264
GMB,1979,624
GMB,1980,1425
GMB,1981,1093
GMB,1982,529
GMB,1983,383
GMB,1984,3729
GMB,1985,4839
GMB,1986,1388
GMB,1987,2878
GMB,1988,4817
GMB,1989,3747
GMB,1990,5988
GMB,1991,3851
GMB,1992,2545
GMB,1993,2911
GMB,1994,1590
GMB,1995,2443
GMB,1996,4645
GMB,1997,3368
GMB,1998,9385
GMB,1999,4932
GMB,2000,6965
GMB,2001,8348
GMB,2002,5589
GMB,2003,8864
GMB,2004,11839
GMB,2005,9730
GMB,2006,4999
GMB,2007,8678
GMB,2008,4653
GMB,2009,10845
GMB,2010,9728
GMB,2011,13560
GMB,2012,14954
GMB,2013,24002
GMB,2014,21293
GMB,2015,15066
GMB,2016,41917
GMB,2017,34579
GMB,2018,60214
GMB,2019,52568
GMB,2020,28889
GMB,2021,25236
GMB,2022,63143
GMB,2023,129533
GMB,2024,143548
GMB,2025,30116
GNB,1960,734
GNB,1961,1463
GNB,1962,1097
GNB,1963,5907
GNB,1964,2576
GNB,1965,37
GNB,1966,4
GNB,1967,474
GNB,1968,231
GNB,1969,25
GNB,1970,19
GNB,1971,18
GNB,1972,33
GNB,1973,16
GNB,1974,32
GNB,1975,7
GNB,1976,10
GNB,1977,25
GNB,1978,260
GNB,1979,11
GNB,1980,4
GNB,1981,197
GNB,1982,42
GNB,1983,282
GNB,1984,40
GNB,1985,359
GNB,1986,905
GNB,1987,29
GNB,1988,49
GNB,1989,328
GNB,1990,123
GNB,1991,219
GNB,1992,1843
GNB,1993,553
GNB,1994,184
GNB,1995,725
GNB,1996,916
GNB,1997,1650
GNB,1998,444
GNB,1999,11
GNB,2000,1788
GNB,2001,801
GNB,2002,653
GNB,2003,30
GNB,2004,113
GNB,2005,99
GNB,2006,72
GNB,2007,152
GNB,2008,382
GNB,2009,728
GNB,2010,615
GNB,2011,490
GNB,2012,615
GNB,2013,652
GNB,2014,482
GNB,2015,1780
GNB,2016,1877
GNB,2017,2179
GNB,2018,2036
GNB,2019,7538
GNB,2020,4404
GNB,2021,8828
GNB,2022,11414
GNB,2023,10243
GNB,2024,4492
GNB,2025,793
GNQ,1960,38
GNQ,1961,14
GNQ,1962,770
GNQ,1963,5346
GNQ,1964,2612
GNQ,1965,547
GNQ,1966,218
GNQ,1967,367
GNQ,1968,265
GNQ,1969,258
GNQ,1970,1171
GNQ,1971,19
GNQ,1972,4
GNQ,1973,21
GNQ,1974,35
GNQ,1975,25
GNQ,1976,37
GNQ,1978,6
GNQ,1979,3
GNQ,1980,5
GNQ,1981,4
GNQ,1982,19
GNQ,1983,22
GNQ,1984,728
GNQ,1985,147
GNQ,1986,7267
GNQ,1987,2195
GNQ,1988,2875
GNQ,1989,5352
GNQ,1990,1402
GNQ,1991,2067
GNQ,1992,1314
GNQ,1993,1755
GNQ,1994,2150
GNQ,1995,1151
GNQ,1996,383
GNQ,1997,6435
GNQ,1998,6738
GNQ,1999,4059
GNQ,2000,3063
GNQ,2001,5607
GNQ,2002,10061
GNQ,2003,3933
GNQ,2004,412
GNQ,2005,702
GNQ,2006,345
GNQ,2007,1472
GNQ,2008,696
GNQ,2009,794
GNQ,2010,852
GNQ,2011,827
GNQ,2012,545
GNQ,2013,1187
GNQ,2014,3275
GNQ,2015,984
GNQ,2016,8909
GNQ,2017,1675
GNQ,2018,2050
GNQ,2019,1767
GNQ,2020,4905
GNQ,2021,67
GNQ,2022,11149
GNQ,2023,8666
GNQ,2024,3412
GNQ,2025,203
GRC,1960,6726
GRC,1961,2493
GRC,1962,4957
GRC,1963,3322
GRC,1964,3649
GRC,1965,2134
GRC,1966,4057
GRC,1967,9711
GRC,1968,12861
GRC,1969,7155
GRC,1970,4495
GRC,1971,8089
GRC,1972,9236
GRC,1973,11137
GRC,1974,8327
GRC,1975,10002
GRC,1976,19513
GRC,1977,7474
GRC,1978,6879
GRC,1979,11928
GRC,1980,16945
GRC,1981,12963
GRC,1982,23569
GRC,1983,14633
GRC,1984,12017
GRC,1985,13164
GRC,1986,12711
GRC,1987,19010
GRC,1988,15363
GRC,1989,12746
GRC,1990,10670
GRC,1991,15963
GRC,1992,11744
GRC,1993,14057
GRC,1994,11481
GRC,1995,15805
GRC,1996,12136
GRC,1997,20912
GRC,1998,20750
GRC,1999,10501
GRC,2000,11859
GRC,2001,12432
GRC,2002,21370
GRC,2003,27370
GRC,2004,17813
GRC,2005,28201
GRC,2006,33701
GRC,2007,35649
GRC,2008,33625
GRC,2009,52011
GRC,2010,41517
GRC,2011,63714
GRC,2012,53052
GRC,2013,65200
GRC,2014,79176
GRC,2015,83006
GRC,2016,187324
GRC,2017,134295
GRC,2018,263605
GRC,2019,257800
GRC,2020,196721
GRC,2021,347535
GRC,2022,459807
GRC,2023,498906
GRC,2024,543392
GRC,2025,170348
GTM,1960,7213
GTM,1961,5886
GTM,1962,3717
GTM,1963,4545
GTM,1964,6605
GTM,1965,5917
GTM,1966,10338
GTM,1967,2413
GTM,1968,3747
GTM,1969,7536
GTM,1970,10089
GTM,1971,7283
GTM,1972,8102
GTM,1973,6494
GTM,1974,8533
GTM,1975,6302
GTM,1976,6524
GTM,1977,10058
GTM,1978,4235
GTM,1979,8507
GTM,1980,3745
GTM,1981,2411
GTM,1982,36348
GTM,1983,1603
GTM,1984,1345
GTM,1985,1891
GTM,1986,3265
GTM,1987,3153
GTM,1988,6516
GTM,1989,5027
GTM,1990,5515
GTM,1991,8711
GTM,1992,7544
GTM,1993,8561
GTM,1994,4937
GTM,1995,4586
GTM,1996,6224
GTM,1997,10432
GTM,1998,5554
GTM,1999,10962
GTM,2000,11785
GTM,2001,9306
GTM,2002,11647
GTM,2003,10081
GTM,2004,7774
GTM,2005,24546
GTM,2006,15838
GTM,2007,20421
GTM,2008,33549
GTM,2009,61065
GTM,2010,30531
GTM,2011,28799
GTM,2012,34106
GTM,2013,38343
GTM,2014,70184
GTM,2015,126852
GTM,2016,225970
GTM,2017,324817
GTM,2018,452269
GTM,2019,628340
GTM,2020,505604
GTM,2021,461817
GTM,2022,594197
GTM,2023,664415
GTM,2024,647675
GTM,2025,17169
GUY,1960,2888
GUY,1961,2116
GUY,1962,1852
GUY,1963,2040
GUY,1964,1243
GUY,1965,1230
GUY,1966,1358
GUY,1967,2361
GUY,1968,1283
GUY,1969,2387
GUY,1970,3236
GUY,1971,2884
GUY,1972,1775
GUY,1973,2059
GUY,1974,1477
GUY,1975,394
GUY,1976,1026
GUY,1977,713
GUY,1978,804
GUY,1979,2980
GUY,1980,495
GUY,1981,2289
GUY,1982,2599
GUY,1983,806
GUY,1984,555
GUY,1985,6375
GUY,1986,5825
GUY,1987,11747
GUY,1988,5434
GUY,1989,12962
GUY,1990,10158
GUY,1991,8009
GUY,1992,18187
GUY,1993,12504
GUY,1994,17326
GUY,1995,12508
GUY,1996,18992
GUY,1997,29366
GUY,1998,9885
GUY,1999,12286
GUY,2000,9626
GUY,2001,21750
GUY,2002,8237
GUY,2003,5662
GUY,2004,12753
GUY,2005,3011
GUY,2006,7804
GUY,2007,10605
GUY,2008,5830
GUY,2009,9495
GUY,2010,9971
GUY,2011,6760
GUY,2012,41486
GUY,2013,16905
GUY,2014,32285
GUY,2015,24354
GUY,2016,20612
GUY,2017,50983
GUY,2018,49270
GUY,2019,56890
GUY,2020,20483
GUY,2021,36353
GUY,2022,92071
GUY,2023,93794
GUY,2024,117999
GUY,2025,4943
HKG,1960,44
HKG,1961,86
HKG,1962,79
HKG,1963,54
HKG,1964,70
HKG,1965,157
HKG,1966,325
HKG,1967,193
HKG,1968,1345
HKG,1969,2760
HKG,1970,3023
HKG,1971,1041
HKG,1972,2217
HKG,1973,1487
HKG,1974,787
HKG,1975,429
HKG,1976,152
HKG,1977,677
HKG,1978,561
HKG,1979,308
HKG,1980,668
HKG,1981,1076
HKG,1982,814
HKG,1983,619
HKG,1984,3505
HKG,1985,4443
HKG,1986,3896
HKG,1987,6694
HKG,1988,2502
HKG,1989,5363
HKG,1990,6769
HKG,1991,4714
HKG,1992,5135
HKG,1993,4136
HKG,1994,5838
HKG,1995,5183
HKG,1996,6083
HKG,1997,3726
HKG,1998,2020
HKG,1999,2060
HKG,2000,2270
HKG,2001,2567
HKG,2002,3639
HKG,2003,2418
HKG,2004,4024
HKG,2005,2957
HKG,2006,8276
HKG,2007,15171
HKG,2008,9949
HKG,2009,12385
HKG,2010,13302
HKG,2011,15552
HKG,2012,17225
HKG,2013,23931
HKG,2014,22746
HKG,2015,61935
HKG,2016,78439
HKG,2017,71008
HKG,2018,172903
HKG,2019,143933
HKG,2020,214714
HKG,2021,285838
HKG,2022,273551
HKG,2023,274729
HKG,2024,347492
HKG,2025,88043
HND,1960,1716
HND,1961,999
HND,1962,3674
HND,1963,3343
HND,1964,3287
HND,1965,1065
HND,1966,1909
HND,1967,5406
HND,1968,3478
HND,1969,4133
HND,1970,5180
HND,1971,3341
HND,1972,2586
HND,1973,3106
HND,1974,3460
HND,1975,3939
HND,1976,1916
HND,1977,4707
HND,1978,3979
HND,1979,7320
HND,1980,5421
HND,1981,5074
