country,year,v2x_regime,v2x_polyarchy,v2x_freexp_altinf,v2x_frassoc_thick,v2xcl_dmove,v2xcs_ccsi,v2x_corr,v2x_clphy,e_peaveduc,e_migdppc,e_wri_pa,confl
SWE,1989,3,0.909,0.972,0.931,0.888,0.963,0.006,0.963,11.745,26418,NA,0
SWE,1990,3,0.912,0.975,0.931,0.888,0.963,0.006,0.963,11.83,26364,6.03,0
SWE,1991,3,0.912,0.975,0.932,0.888,0.963,0.006,0.963,11.8,26114,6.066,0
SWE,1992,3,0.913,0.975,0.934,0.888,0.963,0.006,0.981,11.77,26069,6.343,0
SWE,1993,3,0.909,0.974,0.934,0.888,0.963,0.006,0.981,11.74,25070,6.745,0
SWE,1994,3,0.914,0.975,0.933,0.888,0.963,0.006,0.981,11.71,26508,6.782,0
SWE,1995,3,0.921,0.975,0.931,0.888,0.963,0.006,0.981,11.68,27970,7.144,0
SWE,1996,3,0.921,0.975,0.931,0.888,0.963,0.006,0.981,11.65,28508,7.19,0
SWE,1997,3,0.921,0.975,0.931,0.888,0.963,0.006,0.981,11.62,29952,7.337,0
SWE,1998,3,0.916,0.975,0.93,0.888,0.963,0.006,0.981,11.59,31799,7.466,0
SWE,1999,3,0.905,0.975,0.929,0.888,0.963,0.006,0.981,11.56,33703,7.542,0
SWE,2000,3,0.903,0.969,0.929,0.888,0.963,0.006,0.981,11.53,36374,10.22,0
SWE,2001,3,0.903,0.969,0.929,0.888,0.963,0.006,0.981,11.562,35603,10.262,NA
SWE,2002,3,0.905,0.969,0.929,0.888,0.963,0.006,0.981,11.594,36192,10.481,NA
SWE,2003,3,0.914,0.969,0.929,0.888,0.963,0.006,0.981,11.626,36813,10.571,NA
SWE,2004,3,0.914,0.969,0.929,0.888,0.963,0.006,0.981,11.658,38522,10.626,NA
SWE,2005,3,0.914,0.969,0.929,0.888,0.963,0.006,0.981,11.69,37974,10.687,NA
SWE,2006,3,0.916,0.969,0.931,0.927,0.963,0.006,0.981,11.722,39748,10.733,NA
SWE,2007,3,0.918,0.969,0.936,0.927,0.963,0.006,0.981,11.754,42314,10.782,NA
SWE,2008,3,0.917,0.968,0.936,0.927,0.963,0.006,0.981,11.786,42310,10.875,NA
SWE,2009,3,0.917,0.968,0.936,0.927,0.963,0.006,0.98,11.818,40320,10.875,NA
SWE,2010,3,0.92,0.97,0.936,0.928,0.963,0.006,0.983,11.85,42043,10.875,NA
SWE,2011,3,0.92,0.969,0.928,0.928,0.96,0.006,0.983,NA,42079,NA,NA
SWE,2012,3,0.925,0.971,0.936,0.935,0.972,0.005,0.983,NA,42579,NA,NA
SWE,2013,3,0.913,0.96,0.919,0.925,0.959,0.006,0.975,NA,42245,NA,NA
SWE,2014,3,0.916,0.966,0.921,0.925,0.959,0.006,0.975,NA,42202,NA,NA
SWE,2015,3,0.899,0.963,0.918,0.92,0.955,0.01,0.973,NA,43464,NA,NA
SWE,2016,3,0.905,0.965,0.918,0.906,0.956,0.01,0.972,NA,44371,NA,NA
SWE,2017,3,0.902,0.964,0.91,0.878,0.952,0.014,0.967,NA,NA,NA,NA
SWZ,1960,0,0.056,0.118,0.3,0.329,0.386,0.502,0.34,1.74,956,NA,NA
SWZ,1961,0,0.056,0.128,0.328,0.329,0.386,0.502,0.34,1.858,1052,NA,NA
SWZ,1962,0,0.056,0.128,0.328,0.329,0.386,0.502,0.34,1.976,1242,NA,NA
SWZ,1963,0,0.069,0.126,0.388,0.329,0.386,0.502,0.34,2.094,1281,NA,NA
SWZ,1964,0,0.155,0.126,0.45,0.329,0.259,0.395,0.34,2.212,1432,NA,NA
SWZ,1965,0,0.173,0.151,0.448,0.329,0.259,0.395,0.34,2.33,1613,NA,NA
SWZ,1966,0,0.175,0.152,0.448,0.473,0.259,0.395,0.34,2.448,1639,NA,NA
SWZ,1967,0,0.184,0.159,0.456,0.473,0.259,0.381,0.34,2.566,1749,NA,NA
SWZ,1968,0,0.208,0.194,0.501,0.473,0.275,0.429,0.34,2.684,1625,NA,0
SWZ,1969,0,0.206,0.219,0.503,0.473,0.299,0.453,0.345,2.802,1649,NA,0
SWZ,1970,0,0.21,0.212,0.522,0.473,0.347,0.453,0.345,2.92,2082,NA,0
SWZ,1971,0,0.207,0.197,0.508,0.473,0.295,0.453,0.345,3.081,1751,NA,0
SWZ,1972,0,0.215,0.197,0.523,0.473,0.228,0.453,0.345,3.242,2009,NA,0
SWZ,1973,0,0.104,0.204,0.126,0.473,0.246,0.575,0.345,3.403,1880,NA,0
SWZ,1974,0,0.098,0.207,0.055,0.473,0.318,0.575,0.345,3.564,1963,NA,0
SWZ,1975,0,0.098,0.207,0.055,0.473,0.318,0.575,0.345,3.725,2637,NA,0
SWZ,1976,0,0.094,0.195,0.055,0.473,0.318,0.575,0.345,3.886,2992,NA,0
SWZ,1977,0,0.096,0.194,0.055,0.473,0.318,0.575,0.345,4.047,2876,NA,0
SWZ,1978,0,0.102,0.194,0.055,0.473,0.318,0.575,0.353,4.208,2556,NA,0
SWZ,1979,0,0.134,0.194,0.058,0.473,0.318,0.452,0.353,4.369,2394,NA,0
SWZ,1980,0,0.13,0.188,0.064,0.473,0.377,0.452,0.353,4.53,2457,NA,0
SWZ,1981,0,0.13,0.188,0.064,0.473,0.377,0.452,0.353,4.66,2962,NA,0
SWZ,1982,0,0.13,0.188,0.064,0.473,0.377,0.452,0.347,4.79,3075,NA,0
SWZ,1983,0,0.13,0.191,0.063,0.473,0.377,0.501,0.347,4.92,3226,NA,0
SWZ,1984,0,0.117,0.186,0.061,0.358,0.377,0.501,0.347,5.05,3188,NA,0
SWZ,1985,0,0.116,0.192,0.061,0.358,0.377,0.501,0.347,5.18,3177,NA,0
SWZ,1986,0,0.116,0.192,0.061,0.358,0.377,0.501,0.347,5.31,4091,NA,0
SWZ,1987,0,0.116,0.186,0.061,0.356,0.377,0.501,0.347,5.44,4807,NA,0
SWZ,1988,0,0.113,0.177,0.062,0.36,0.377,0.501,0.347,5.57,4814,NA,0
SWZ,1989,0,0.114,0.177,0.062,0.36,0.389,0.501,0.347,5.7,5059,NA,0
SWZ,1990,0,0.115,0.184,0.062,0.36,0.389,0.501,0.388,5.83,5788,3.019,0
SWZ,1991,0,0.116,0.184,0.062,0.36,0.389,0.501,0.388,5.951,5778,3.019,0
SWZ,1992,0,0.115,0.187,0.062,0.36,0.389,0.501,0.388,6.072,5921,3.019,0
SWZ,1993,0,0.114,0.187,0.061,0.36,0.389,0.499,0.388,6.193,6339,3.019,0
SWZ,1994,0,0.112,0.196,0.061,0.36,0.389,0.499,0.388,6.314,6272,3.019,0
SWZ,1995,0,0.112,0.208,0.061,0.36,0.389,0.499,0.388,6.435,7512,3.019,0
SWZ,1996,0,0.111,0.192,0.061,0.36,0.389,0.499,0.388,6.556,8096,3.019,0
SWZ,1997,0,0.111,0.192,0.061,0.36,0.389,0.499,0.388,6.677,7480,3.019,0
SWZ,1998,0,0.111,0.191,0.061,0.354,0.389,0.499,0.388,6.798,7332,3.019,0
SWZ,1999,0,0.119,0.194,0.06,0.354,0.389,0.499,0.388,6.919,6995,3.019,0
SWZ,2000,0,0.119,0.194,0.06,0.354,0.389,0.54,0.476,7.04,7297,3.019,0
SWZ,2001,0,0.122,0.213,0.06,0.354,0.389,0.54,0.476,7.118,7372,3.019,NA
SWZ,2002,0,0.122,0.213,0.06,0.354,0.389,0.54,0.476,7.196,6292,3.019,NA
SWZ,2003,0,0.122,0.213,0.061,0.354,0.389,0.54,0.476,7.274,6208,3.019,NA
SWZ,2004,0,0.125,0.213,0.062,0.279,0.338,0.54,0.476,7.352,6215,3.019,NA
SWZ,2005,0,0.128,0.209,0.062,0.279,0.337,0.54,0.476,7.43,6880,3.019,NA
SWZ,2006,0,0.129,0.21,0.06,0.279,0.321,0.54,0.398,7.508,6524,3.019,NA
SWZ,2007,0,0.129,0.216,0.06,0.279,0.321,0.576,0.398,7.586,7033,3.019,NA
SWZ,2008,0,0.126,0.203,0.06,0.279,0.258,0.578,0.398,7.664,6696,3.019,NA
SWZ,2009,0,0.118,0.206,0.055,0.279,0.258,0.578,0.398,7.742,7074,3.019,NA
SWZ,2010,0,0.116,0.206,0.049,0.279,0.28,0.578,0.398,7.82,7442,3.019,NA
SWZ,2011,0,0.114,0.192,0.047,0.3,0.193,0.594,0.392,NA,7389,NA,NA
SWZ,2012,0,0.115,0.189,0.047,0.3,0.193,0.594,0.392,NA,8012,NA,NA
SWZ,2013,0,0.144,0.384,0.048,0.295,0.194,0.64,0.489,NA,7814,NA,NA
SWZ,2014,0,0.149,0.384,0.061,0.295,0.194,0.64,0.489,NA,7685,NA,NA
SWZ,2015,0,0.149,0.384,0.061,0.295,0.194,0.64,0.489,NA,7726,NA,NA
SWZ,2016,0,0.149,0.384,0.061,0.295,0.194,0.64,0.489,NA,7641,NA,NA
SWZ,2017,0,0.154,0.401,0.064,0.316,0.227,0.626,0.523,NA,NA,NA,NA
SYC,1960,0,0.125,0.367,0.331,0.562,0.665,0.172,0.736,8.614,6103,NA,NA
SYC,1961,0,0.124,0.36,0.331,0.562,0.665,0.175,0.734,8.688,5355,NA,NA
SYC,1962,0,0.124,0.36,0.331,0.562,0.665,0.175,0.734,8.762,5528,NA,NA
SYC,1963,0,0.132,0.389,0.327,0.562,0.665,0.175,0.734,8.836,5391,NA,NA
SYC,1964,0,0.154,0.464,0.428,0.562,0.665,0.175,0.734,8.91,5729,NA,NA
SYC,1965,0,0.166,0.46,0.502,0.628,0.721,0.175,0.734,8.984,6792,NA,NA
SYC,1966,0,0.166,0.45,0.482,0.628,0.721,0.175,0.734,9.058,6830,NA,NA
SYC,1967,0,0.23,0.464,0.559,0.628,0.721,0.175,0.734,9.132,5574,NA,NA
SYC,1968,0,0.236,0.445,0.59,0.628,0.725,0.175,0.734,9.206,5862,NA,NA
SYC,1969,0,0.242,0.456,0.59,0.628,0.725,0.175,0.734,9.28,5589,NA,NA
SYC,1970,1,0.249,0.452,0.579,0.696,0.769,0.175,0.79,9.354,6319,NA,NA
SYC,1971,1,0.342,0.486,0.562,0.696,0.769,0.227,0.79,9.287,10451,NA,NA
SYC,1972,1,0.311,0.478,0.449,0.696,0.769,0.227,0.737,9.22,11023,NA,NA
SYC,1973,1,0.311,0.478,0.449,0.696,0.769,0.227,0.74,9.153,11370,NA,NA
SYC,1974,1,0.283,0.478,0.466,0.696,0.758,0.227,0.74,9.087,10736,NA,NA
SYC,1975,1,0.272,0.522,0.474,0.696,0.758,0.227,0.74,9.02,11652,NA,NA
SYC,1976,1,0.295,0.531,0.472,0.84,0.712,0.437,0.77,8.953,13625,NA,NA
SYC,1977,0,0.166,0.205,0.273,0.598,0.714,0.506,0.619,8.886,12152,NA,NA
SYC,1978,0,0.108,0.149,0.18,0.773,0.634,0.477,0.683,8.819,14934,NA,NA
SYC,1979,1,0.124,0.152,0.174,0.773,0.634,0.535,0.724,8.752,17372,NA,NA
SYC,1980,1,0.209,0.16,0.17,0.863,0.634,0.535,0.754,8.685,12069,NA,NA
SYC,1981,1,0.209,0.169,0.17,0.863,0.634,0.535,0.754,8.719,10811,NA,NA
SYC,1982,1,0.208,0.171,0.17,0.863,0.634,0.535,0.803,8.753,9620,NA,NA
SYC,1983,1,0.207,0.174,0.172,0.863,0.634,0.535,0.85,8.787,10129,NA,NA
SYC,1984,1,0.207,0.167,0.176,0.863,0.634,0.535,0.842,8.822,10953,NA,NA
SYC,1985,1,0.219,0.207,0.176,0.863,0.634,0.535,0.887,8.856,10986,NA,NA
SYC,1986,1,0.22,0.207,0.176,0.863,0.634,0.535,0.903,8.89,10908,NA,NA
SYC,1987,0,0.216,0.217,0.175,0.863,0.634,0.535,0.903,8.924,12782,NA,NA
SYC,1988,0,0.202,0.214,0.165,0.863,0.634,0.535,0.903,8.958,12878,NA,NA
SYC,1989,0,0.21,0.209,0.173,0.863,0.634,0.535,0.903,8.993,13978,NA,NA
SYC,1990,0,0.222,0.213,0.18,0.863,0.634,0.535,0.84,9.027,13613,41.975,NA
SYC,1991,0,0.23,0.244,0.223,0.863,0.739,0.535,0.84,9.109,14440,41.992,NA
SYC,1992,1,0.256,0.315,0.234,0.863,0.739,0.491,0.869,9.19,13897,41.992,NA
SYC,1993,1,0.344,0.378,0.582,0.863,0.773,0.49,0.869,9.272,15001,41.992,NA
SYC,1994,1,0.358,0.438,0.582,0.863,0.773,0.49,0.869,9.353,15733,41.992,NA
SYC,1995,1,0.372,0.448,0.582,0.863,0.765,0.49,0.869,9.435,13854,41.992,NA
SYC,1996,1,0.353,0.426,0.582,0.863,0.765,0.49,0.869,9.517,12431,42.012,NA
SYC,1997,1,0.371,0.452,0.576,0.863,0.766,0.49,0.869,9.598,14835,42.022,NA
SYC,1998,1,0.375,0.444,0.586,0.863,0.766,0.49,0.869,9.68,16022,42.022,NA
SYC,1999,1,0.38,0.448,0.589,0.863,0.766,0.49,0.869,9.762,16911,42.022,NA
SYC,2000,1,0.38,0.448,0.589,0.863,0.766,0.49,0.869,9.843,16794,42.022,NA
SYC,2001,1,0.363,0.414,0.589,0.863,0.766,0.49,0.869,9.9,14540,42.022,NA
SYC,2002,1,0.381,0.447,0.59,0.863,0.766,0.463,0.873,9.956,15307,42.022,NA
SYC,2003,1,0.408,0.478,0.66,0.863,0.766,0.401,0.829,10.012,16169,42.022,NA
SYC,2004,1,0.441,0.573,0.692,0.863,0.766,0.301,0.829,10.068,16001,42.022,NA
SYC,2005,1,0.447,0.597,0.692,0.863,0.766,0.243,0.829,10.124,17501,42.022,NA
SYC,2006,1,0.462,0.597,0.688,0.863,0.766,0.239,0.829,10.181,20090,42.022,NA
SYC,2007,1,0.469,0.607,0.686,0.863,0.766,0.239,0.829,10.237,23664,42.022,NA
SYC,2008,1,0.484,0.602,0.695,0.863,0.766,0.241,0.829,10.293,18236,42.022,NA
SYC,2009,1,0.479,0.602,0.691,0.863,0.746,0.24,0.829,10.349,24167,42.022,NA
SYC,2010,1,0.479,0.602,0.691,0.863,0.746,0.24,0.836,10.405,19810,42.022,NA
SYC,2011,1,0.472,0.602,0.692,0.863,0.746,0.24,0.836,NA,21545,NA,NA
SYC,2012,1,0.468,0.602,0.693,0.863,0.746,0.242,0.836,NA,21922,NA,NA
SYC,2013,2,0.515,0.669,0.72,0.89,0.757,0.228,0.772,NA,22081,NA,NA
SYC,2014,2,0.519,0.669,0.751,0.89,0.782,0.231,0.812,NA,22640,NA,NA
SYC,2015,2,0.521,0.669,0.753,0.89,0.782,0.23,0.84,NA,23984,NA,NA
SYC,2016,2,0.551,0.684,0.782,0.89,0.782,0.23,0.845,NA,24856,NA,NA
SYC,2017,2,0.56,0.7,0.773,0.882,0.758,0.228,0.841,NA,NA,NA,NA
SYR,1960,0,0.087,0.242,0.164,0.471,0.4,0.216,0.389,2.11,NA,NA,0
SYR,1961,1,0.097,0.252,0.167,0.471,0.4,0.265,0.389,2.198,NA,NA,0
SYR,1962,1,0.278,0.453,0.26,0.414,0.435,0.244,0.477,2.286,NA,NA,0
SYR,1963,1,0.164,0.186,0.235,0.414,0.262,0.316,0.336,2.374,NA,NA,1
SYR,1964,1,0.151,0.197,0.162,0.414,0.262,0.397,0.325,2.462,NA,NA,1
SYR,1965,1,0.148,0.202,0.162,0.414,0.262,0.397,0.322,2.55,NA,NA,0
SYR,1966,1,0.106,0.192,0.115,0.414,0.262,0.32,0.322,2.638,NA,NA,1
SYR,1967,0,0.103,0.195,0.115,0.414,0.24,0.32,0.322,2.726,NA,NA,0
SYR,1968,0,0.103,0.195,0.115,0.414,0.24,0.32,0.322,2.814,NA,NA,0
SYR,1969,0,0.103,0.195,0.115,0.414,0.24,0.32,0.322,2.902,NA,NA,0
SYR,1970,0,0.081,0.055,0.091,0.415,0.13,0.747,0.207,2.99,NA,NA,1
SYR,1971,0,0.09,0.047,0.085,0.415,0.13,0.785,0.114,3.124,NA,NA,0
SYR,1972,1,0.158,0.048,0.082,0.415,0.068,0.785,0.114,3.258,NA,NA,0
SYR,1973,1,0.155,0.036,0.079,0.415,0.062,0.785,0.082,3.392,NA,NA,0
SYR,1974,1,0.153,0.036,0.074,0.415,0.062,0.785,0.08,3.526,NA,NA,0
SYR,1975,1,0.153,0.034,0.074,0.415,0.062,0.785,0.068,3.66,NA,NA,0
SYR,1976,1,0.154,0.039,0.074,0.415,0.062,0.785,0.068,3.794,NA,NA,1
SYR,1977,1,0.154,0.039,0.073,0.415,0.062,0.785,0.068,3.928,NA,NA,1
SYR,1978,1,0.153,0.033,0.073,0.415,0.062,0.784,0.06,4.062,NA,NA,1
SYR,1979,1,0.153,0.036,0.073,0.415,0.062,0.784,0.06,4.196,NA,NA,1
SYR,1980,1,0.154,0.036,0.073,0.388,0.062,0.86,0.06,4.33,NA,NA,1
SYR,1981,1,0.154,0.036,0.074,0.388,0.062,0.86,0.06,4.483,NA,NA,1
SYR,1982,1,0.15,0.033,0.081,0.388,0.062,0.86,0.06,4.636,NA,NA,1
SYR,1983,1,0.15,0.032,0.081,0.388,0.062,0.86,0.072,4.789,NA,NA,0
SYR,1984,1,0.151,0.031,0.081,0.388,0.062,0.86,0.08,4.942,NA,NA,0
SYR,1985,1,0.153,0.031,0.076,0.419,0.062,0.86,0.08,5.095,NA,NA,0
SYR,1986,1,0.151,0.033,0.075,0.419,0.062,0.86,0.08,5.248,NA,NA,1
SYR,1987,1,0.151,0.033,0.075,0.419,0.062,0.86,0.08,5.401,NA,NA,0
SYR,1988,1,0.152,0.037,0.075,0.419,0.062,0.86,0.08,5.554,NA,NA,0
SYR,1989,1,0.152,0.037,0.075,0.419,0.062,0.86,0.08,5.707,NA,NA,0
SYR,1990,1,0.154,0.038,0.073,0.419,0.062,0.86,0.089,5.86,NA,0.253,0
SYR,1991,1,0.156,0.038,0.078,0.419,0.062,0.86,0.089,5.991,NA,0.253,0
SYR,1992,1,0.156,0.04,0.072,0.419,0.062,0.86,0.089,6.122,NA,0.253,0
SYR,1993,1,0.156,0.04,0.072,0.419,0.062,0.86,0.099,6.253,NA,0.253,0
SYR,1994,1,0.155,0.039,0.072,0.419,0.062,0.86,0.099,6.384,NA,0.253,0
SYR,1995,1,0.157,0.04,0.071,0.419,0.062,0.86,0.099,6.515,NA,0.253,0
SYR,1996,1,0.155,0.042,0.071,0.419,0.062,0.86,0.099,6.646,NA,0.254,0
SYR,1997,1,0.155,0.042,0.071,0.419,0.062,0.86,0.099,6.777,NA,0.254,0
SYR,1998,1,0.155,0.042,0.072,0.419,0.062,0.86,0.1,6.908,NA,0.259,0
SYR,1999,1,0.155,0.042,0.076,0.419,0.062,0.86,0.107,7.039,NA,0.32,0
SYR,2000,1,0.16,0.081,0.075,0.395,0.119,0.881,0.261,7.17,NA,0.32,0
SYR,2001,1,0.16,0.094,0.086,0.395,0.122,0.881,0.261,7.252,NA,0.32,NA
SYR,2002,1,0.158,0.083,0.086,0.395,0.122,0.881,0.261,7.334,NA,0.638,NA
SYR,2003,1,0.158,0.093,0.086,0.395,0.122,0.881,0.261,7.416,NA,0.638,NA
SYR,2004,1,0.158,0.084,0.086,0.395,0.122,0.881,0.27,7.498,NA,0.638,NA
SYR,2005,1,0.155,0.079,0.086,0.395,0.122,0.881,0.27,7.58,NA,0.638,NA
SYR,2006,1,0.155,0.08,0.082,0.395,0.114,0.881,0.27,7.662,NA,0.638,NA
SYR,2007,1,0.156,0.079,0.088,0.395,0.114,0.881,0.27,7.744,NA,0.638,NA
SYR,2008,1,0.157,0.077,0.091,0.395,0.114,0.881,0.27,7.826,NA,0.638,NA
SYR,2009,1,0.156,0.08,0.086,0.395,0.116,0.879,0.27,7.908,NA,0.638,NA
SYR,2010,1,0.154,0.076,0.081,0.395,0.117,0.879,0.268,7.99,NA,0.638,NA
SYR,2011,1,0.155,0.089,0.076,0.308,0.108,0.872,0.044,NA,NA,NA,NA
SYR,2012,1,0.152,0.067,0.082,0.211,0.091,0.9,0.044,NA,NA,NA,NA
SYR,2013,0,0.144,0.065,0.091,0.101,0.062,0.925,0.02,NA,NA,NA,NA
SYR,2014,0,0.146,0.067,0.089,0.101,0.076,0.925,0.021,NA,NA,NA,NA
SYR,2015,0,0.146,0.064,0.096,0.101,0.076,0.925,0.021,NA,NA,NA,NA
SYR,2016,0,0.148,0.076,0.091,0.109,0.084,0.903,0.025,NA,NA,NA,NA
SYR,2017,0,0.147,0.078,0.097,0.098,0.058,0.913,0.03,NA,NA,NA,NA
TCD,1960,1,0.261,0.19,0.207,0.658,0.07,0.564,0.203,0.264,1482,NA,0
TCD,1961,1,0.263,0.191,0.219,0.658,0.07,0.564,0.203,0.36,1476,NA,0
TCD,1962,0,0.231,0.194,0.206,0.658,0.07,0.564,0.203,0.455,1528,NA,1
TCD,1963,0,0.207,0.194,0.127,0.658,0.07,0.564,0.203,0.55,1478,NA,1
TCD,1964,0,0.198,0.189,0.077,0.658,0.07,0.564,0.166,0.646,1413,NA,1
TCD,1965,0,0.197,0.185,0.077,0.658,0.07,0.564,0.166,0.741,1390,NA,1
TCD,1966,0,0.197,0.19,0.077,0.658,0.07,0.564,0.166,0.837,1336,NA,1
TCD,1967,0,0.197,0.191,0.074,0.658,0.072,0.564,0.166,0.932,1316,NA,1
TCD,1968,0,0.197,0.177,0.08,0.658,0.072,0.564,0.166,1.027,1282,NA,1
TCD,1969,0,0.198,0.17,0.08,0.658,0.072,0.564,0.166,1.123,1340,NA,1
TCD,1970,0,0.196,0.165,0.089,0.658,0.093,0.564,0.145,1.218,1337,NA,1
TCD,1971,0,0.196,0.165,0.089,0.658,0.093,0.564,0.145,1.302,1334,NA,1
TCD,1972,0,0.195,0.168,0.066,0.658,0.093,0.564,0.145,1.386,1217,NA,0
TCD,1973,0,0.194,0.164,0.066,0.658,0.093,0.564,0.145,1.469,1134,NA,0
TCD,1974,0,0.192,0.157,0.066,0.658,0.093,0.564,0.145,1.553,1262,NA,0
TCD,1975,0,0.12,0.184,0.073,0.658,0.111,0.581,0.145,1.636,1448,NA,0
TCD,1976,0,0.097,0.181,0.07,0.658,0.113,0.635,0.145,1.72,1395,NA,1
TCD,1977,0,0.094,0.183,0.07,0.658,0.113,0.635,0.145,1.804,1263,NA,1
TCD,1978,0,0.099,0.187,0.07,0.658,0.113,0.635,0.145,1.887,1230,NA,1
TCD,1979,0,0.099,0.187,0.07,0.658,0.113,0.635,0.118,1.971,945,NA,1
TCD,1980,0,0.095,0.165,0.07,0.563,0.113,0.689,0.075,2.055,888,NA,1
TCD,1981,0,0.097,0.167,0.07,0.521,0.113,0.689,0.047,2.148,793,NA,1
TCD,1982,0,0.083,0.097,0.059,0.521,0.063,0.72,0.031,2.241,798,NA,1
TCD,1983,0,0.083,0.097,0.059,0.521,0.063,0.72,0.031,2.334,878,NA,1
TCD,1984,0,0.081,0.091,0.059,0.521,0.063,0.72,0.031,2.428,913,NA,1
TCD,1985,0,0.083,0.094,0.059,0.521,0.063,0.72,0.031,2.521,977,NA,1
TCD,1986,0,0.082,0.098,0.059,0.521,0.063,0.72,0.031,2.614,1006,NA,1
TCD,1987,0,0.083,0.094,0.059,0.521,0.063,0.72,0.031,2.707,1008,NA,1
TCD,1988,0,0.084,0.1,0.059,0.521,0.063,0.72,0.031,2.8,1053,NA,1
TCD,1989,0,0.084,0.094,0.059,0.521,0.063,0.744,0.031,2.893,1042,NA,1
TCD,1990,0,0.116,0.299,0.059,0.521,0.379,0.719,0.061,2.987,1053,9.386,1
TCD,1991,0,0.177,0.525,0.387,0.492,0.459,0.967,0.181,3.109,1059,9.386,1
TCD,1992,0,0.183,0.533,0.435,0.492,0.459,0.967,0.181,3.231,1043,9.386,1
TCD,1993,0,0.185,0.547,0.435,0.492,0.459,0.966,0.181,3.354,1006,9.386,1
TCD,1994,0,0.185,0.547,0.435,0.492,0.459,0.966,0.181,3.476,1044,9.386,1
TCD,1995,0,0.185,0.553,0.435,0.492,0.459,0.966,0.181,3.598,1016,9.386,0
TCD,1996,0,0.201,0.553,0.477,0.492,0.459,0.971,0.181,3.721,996,9.386,0
TCD,1997,1,0.287,0.55,0.539,0.492,0.459,0.971,0.181,3.843,1022,9.386,0
TCD,1998,1,0.3,0.555,0.539,0.492,0.459,0.971,0.181,3.965,1061,9.386,0
TCD,1999,1,0.298,0.565,0.539,0.492,0.459,0.971,0.181,4.088,1024,9.386,0
TCD,2000,1,0.3,0.559,0.539,0.492,0.43,0.971,0.181,4.21,989,9.386,0
TCD,2001,1,0.298,0.569,0.541,0.492,0.43,0.971,0.181,4.414,1071,9.386,NA
TCD,2002,1,0.292,0.553,0.542,0.492,0.43,0.971,0.181,4.618,1127,9.386,NA
TCD,2003,1,0.294,0.568,0.542,0.492,0.43,0.971,0.181,4.822,1242,9.386,NA
TCD,2004,1,0.301,0.593,0.542,0.524,0.43,0.971,0.181,5.025,1596,9.386,NA
TCD,2005,1,0.29,0.544,0.542,0.524,0.43,0.971,0.181,5.229,1667,9.386,NA
TCD,2006,1,0.289,0.556,0.544,0.524,0.456,0.971,0.181,5.433,1551,9.386,1
TCD,2007,1,0.281,0.524,0.534,0.524,0.45,0.971,0.145,5.637,1593,9.386,NA
TCD,2008,1,0.289,0.528,0.524,0.502,0.45,0.973,0.145,5.841,1605,9.386,NA
TCD,2009,1,0.293,0.546,0.532,0.502,0.437,0.974,0.155,6.045,1444,9.386,NA
TCD,2010,1,0.281,0.503,0.545,0.468,0.412,0.971,0.201,6.249,1764,9.386,NA
TCD,2011,1,0.294,0.532,0.531,0.468,0.423,0.971,0.221,NA,1661,NA,NA
TCD,2012,1,0.285,0.483,0.487,0.468,0.423,0.97,0.221,NA,1806,NA,NA
TCD,2013,1,0.273,0.475,0.467,0.636,0.395,0.977,0.241,NA,1958,NA,NA
TCD,2014,1,0.29,0.572,0.468,0.588,0.394,0.976,0.183,NA,2282,NA,NA
TCD,2015,1,0.301,0.603,0.491,0.588,0.441,0.976,0.183,NA,2387,NA,NA
TCD,2016,1,0.293,0.61,0.52,0.588,0.435,0.976,0.183,NA,2192,NA,NA
TCD,2017,1,0.287,0.523,0.54,0.417,0.392,0.968,0.141,NA,NA,NA,NA
TGO,1960,1,0.259,0.268,0.484,0.402,0.296,0.357,0.365,0.409,1102,NA,0
TGO,1961,1,0.243,0.295,0.475,0.615,0.273,0.376,0.34,0.439,1158,NA,0
TGO,1962,0,0.214,0.295,0.414,0.615,0.273,0.376,0.34,0.47,1160,NA,0
TGO,1963,1,0.179,0.261,0.45,0.699,0.273,0.41,0.205,0.5,1182,NA,0
TGO,1964,1,0.244,0.181,0.432,0.699,0.191,0.41,0.232,0.53,1280,NA,0
TGO,1965,1,0.243,0.166,0.485,0.699,0.232,0.41,0.232,0.56,1393,NA,0
TGO,1966,1,0.243,0.166,0.485,0.699,0.232,0.41,0.232,0.59,1537,NA,0
TGO,1967,1,0.096,0.099,0.089,0.747,0.121,0.719,0.171,0.621,1615,NA,0
TGO,1968,0,0.086,0.099,0.095,0.747,0.12,0.715,0.169,0.651,1637,NA,0
TGO,1969,0,0.082,0.099,0.048,0.747,0.12,0.715,0.169,0.681,1784,NA,0
TGO,1970,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,0.712,1698,NA,0
TGO,1971,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,0.869,1745,NA,0
TGO,1972,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,1.026,1779,NA,0
TGO,1973,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,1.184,1665,NA,0
TGO,1974,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,1.341,1707,NA,0
TGO,1975,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,1.499,1630,NA,0
TGO,1976,0,0.083,0.103,0.048,0.747,0.12,0.715,0.169,1.656,1680,NA,0
